source,target
1042,H.
0657,H.
1042,H.
0657,H.
0657,H.
0657,H.
0126,H.
0989,H.
0990,H.
0540,H.
0539,H.
0002,H.
0093,H.
0952,H.
0002,H.
0538,H.
0320,H.
0002,H.
0540,H.
1005,H.
0166,H.
1005,H.
0540,H.
0540,H.
0002,H.
0656,H.
0719,H.
0631,H.
0719,H.
0631,H.
0719,H.
0719,H.
1216,H.
0963,H.
0875,H.
0963,H.
0875,H.
0963,H.
0875,H.
0267,H.
0781,H.
0476,H.
0123,H.
0122,H.
1198,H.
1203,O.
1203,O.
1204,O.
1205,O.
1204,O.
0949,AF.
0949,AF.
0950,AF.
0001,AF.
0949,AF.
0950,AF.
0001,AF.
0950,AF.
0001,AF.
0001,AF.
0975,U.
0665,U.
0973,U.
0972,U.
0974,U.
0971,U.
0006,U.
0974,U.
0971,U.
0006,U.
0974,U.
0647,U.
0971,U.
0978,U.
0006,U.
0973,U.
0647,U.
0974,U.
0971,U.
0975,U.
0976,U.
0977,U.
0588,U.
0933,U.
0981,U.
1108,U.
0983,U.
1143,U.
1187,U.
0003,U.
0986,U.
0979,U.
0057,U.
0980,U.
0003,U.
0463,Q.
0177,Q.
0562,Q.
0958,Q.
0687,Q.
0958,Q.
0002,Q.
0961,Q.
0959,Q.
0002,Q.
0691,Q.
0960,Q.
0002,Q.
0962,Q.
0162,AD.
1025,H.
0002,H.
0001,H.
1023,H.
0001,H.
0002,H.
1025,H.
0002,H.
0898,H.
0164,H.
0001,H.
1025,H.
0002,H.
0001,H.
0898,H.
1025,H.
0163,H.
0002,H.
0835,AA.
0066,AA.
0016,AA.
0066,AA.
0835,AA.
0066,AA.
0837,AA.
0836,AA.
0846,X.
0515,X.
0649,X.
1072,X.
0312,X.
1014,X.
0675,M.
0999,M.
1209,M.
0408,M.
1049,M.
0406,M.
0566,M.
0506,M.
0564,M.
0192,G.
0001,G.
0192,G.
0001,G.
0690,M.
0997,S.
0001,S.
0266,S.
0465,P.
0490,P.
0323,W.
0001,W.
0006,W.
0001,W.
0545,W.
0736,W.
0001,W.
0323,W.
0001,W.
0006,W.
0545,W.
0736,W.
0001,W.
0323,W.
0006,W.
0545,W.
0001,W.
0001,W.
0736,W.
0001,W.
0009,W.
0004,W.
0523,W.
0545,W.
0001,W.
0272,W.
0941,H.
0105,H.
0001,H.
0047,H.
0001,H.
0047,H.
0745,U.
0001,U.
1050,U.
0246,U.
0660,N.
0868,N.
0869,N.
0567,N.
0001,N.
0004,N.
0019,G.
0035,G.
0005,G.
0380,G.
0003,G.
0544,G.
0051,G.
0544,G.
0257,G.
0783,M.
0771,M.
0784,M.
0817,M.
0297,M.
0623,M.
0071,M.
0783,M.
0784,M.
0011,M.
0771,M.
0297,M.
0783,M.
0903,M.
0784,M.
0771,M.
0297,M.
0623,M.
0783,M.
0771,M.
0784,M.
0786,M.
0297,M.
0944,P.
0238,P.
0387,P.
0023,H.
1105,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
0001,H.
0023,H.
1118,H.
0023,H.
1105,H.
1118,H.
0023,H.
1105,H.
1118,H.
0023,H.
0188,H.
0023,H.
0188,H.
0023,H.
0188,H.
0023,H.
0188,H.
0023,H.
0001,H.
0023,H.
0852,H.
0023,H.
1118,H.
0023,H.
1118,H.
0023,H.
1105,H.
0001,H.
0023,H.
0001,H.
0023,H.
0001,H.
0023,H.
0001,H.
0023,H.
0001,H.
0001,H.
0023,H.
0023,H.
1174,H.
0023,H.
0001,H.
0883,H.
0023,H.
0852,H.
0023,H.
0107,H.
1174,H.
0349,H.
0023,H.
0024,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
0001,H.
0023,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
0001,H.
1105,H.
0023,H.
1105,H.
0023,H.
0850,H.
0023,H.
0345,H.
0023,H.
1105,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
0345,H.
0023,H.
0233,H.
0848,H.
1105,H.
0023,H.
0233,H.
0848,H.
0023,H.
0233,H.
0919,H.
0023,H.
0849,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
0001,H.
1105,H.
0023,H.
0001,H.
0023,H.
0001,H.
0023,H.
0023,H.
0001,H.
0916,H.
0883,H.
0001,H.
0023,H.
0023,H.
0001,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
1105,H.
0023,H.
0001,H.
0025,H.
0023,H.
0024,H.
0023,H.
0001,H.
0023,H.
0563,H.
0431,H.
0457,H.
0431,H.
0457,H.
0481,H.
1092,Q.
0328,Q.
1176,V.
1145,V.
0160,V.
0279,V.
1146,V.
0763,V.
0174,Z.
0173,Z.
0537,H.
0899,H.
0382,T.
0383,T.
0575,T.
0001,T.
0005,T.
0001,T.
0339,L.
0551,S.
0204,S.
1075,S.
0458,H.
0458,H.
0744,AE.
0471,R.
0471,R.
1170,Q.
0778,Q.
0779,Q.
0460,D.
0459,D.
0847,B.
1171,H.
0001,H.
0001,H.
1171,H.
0001,H.
0001,H.
0114,R.
0028,R.
0420,F.
0865,L.
0055,L.
0889,J.
0112,J.
0002,J.
0015,J.
0296,J.
0002,J.
0294,J.
0295,J.
0015,J.
0394,J.
1199,J.
0015,J.
0293,J.
0002,J.
1196,J.
0015,J.
0290,J.
0002,J.
1197,J.
0414,J.
0292,J.
0291,J.
0002,J.
1197,J.
1077,J.
0888,J.
0001,H.
1057,H.
0008,G.
1060,G.
0008,G.
1060,G.
0008,G.
1060,G.
0001,G.
0008,G.
0001,G.
0008,G.
1060,G.
0001,G.
0001,G.
0008,G.
0001,G.
0871,G.
0845,G.
1114,G.
0871,G.
0845,G.
1114,G.
0001,G.
0001,G.
0396,G.
0001,G.
0001,G.
0001,G.
0001,G.
0001,G.
0013,G.
0001,G.
0001,G.
0001,G.
0001,G.
0013,G.
0001,G.
0001,G.
0008,G.
0001,G.
0398,G.
0397,G.
0001,G.
0727,G.
0001,G.
0013,G.
0001,G.
0001,G.
0001,G.
0013,G.
0001,G.
0008,G.
0001,G.
0003,G.
0001,G.
0001,G.
0003,G.
0001,G.
0013,G.
0397,G.
0576,G.
0001,G.
0006,G.
0041,G.
0020,G.
0001,G.
0005,G.
0853,G.
1100,G.
0494,G.
0386,G.
0124,G.
0719,G.
0652,G.
1073,G.
0418,G.
0040,G.
0626,G.
0381,G.
0010,G.
0709,G.
0002,S.
0578,S.
0751,S.
1051,S.
0815,S.
0301,S.
0816,S.
0550,S.
0580,S.
0559,S.
0707,S.
0702,S.
0487,S.
0577,S.
0895,S.
0777,S.
0639,S.
0303,S.
0814,S.
0304,S.
0104,S.
0001,S.
0047,H.
0222,H.
0224,H.
0222,H.
0047,H.
0224,H.
0002,H.
0047,H.
0222,H.
0224,H.
0002,H.
0025,H.
0690,H.
0001,H.
0690,H.
0001,H.
0001,H.
0225,H.
0690,H.
0001,H.
0001,H.
0225,H.
0222,H.
0690,H.
0001,H.
0001,H.
0225,H.
0222,H.
0002,H.
0690,H.
0001,H.
0001,H.
0940,H.
0940,H.
0940,H.
0530,H.
0001,H.
0270,H.
0001,H.
0222,H.
0181,H.
0225,H.
0002,H.
0235,H.
0456,H.
0081,H.
0453,H.
0966,H.
0002,H.
0200,H.
0199,H.
0661,H.
1012,H.
0002,H.
1105,H.
1113,H.
0530,H.
0001,H.
0793,H.
0438,H.
0530,H.
0001,H.
0793,H.
0438,H.
0208,H.
0353,H.
0347,H.
0348,H.
0530,H.
0001,H.
0530,H.
0001,H.
0690,H.
0053,H.
0001,H.
0113,H.
0510,H.
0662,H.
0661,H.
0737,AE.
0441,AE.
0234,W.
0002,W.
0234,W.
0002,W.
0750,W.
0001,W.
0750,W.
0001,W.
1099,W.
0750,W.
1099,W.
0014,W.
0750,W.
0001,W.
1099,W.
0750,W.
0001,W.
0001,W.
1099,W.
0176,W.
0001,W.
0001,W.
1099,W.
0001,W.
1099,W.
0175,W.
0001,W.
0001,W.
0001,W.
1099,W.
0001,W.
0001,W.
0794,W.
0001,W.
1099,W.
0750,W.
0001,W.
1099,W.
0032,W.
0308,W.
1082,W.
0750,W.
0001,W.
1099,W.
1082,W.
0032,W.
0750,W.
0001,W.
1099,W.
0032,W.
0750,W.
0001,W.
1099,W.
0032,W.
0750,W.
0001,W.
1099,W.
0478,W.
0750,W.
0001,W.
1099,W.
0001,W.
0750,W.
0001,W.
1099,W.
1207,W.
1124,W.
0001,W.
0009,W.
0032,W.
0787,W.
1124,W.
0001,W.
0009,W.
0032,W.
1105,W.
0415,R.
0149,R.
0282,R.
0001,W.
1224,W.
0001,W.
1223,W.
0001,W.
0794,W.
0001,W.
0897,W.
1122,W.
0001,W.
1119,W.
0001,W.
1099,W.
1121,W.
0001,W.
1120,W.
1125,W.
1121,W.
0001,W.
1128,W.
0001,W.
1201,W.
0001,W.
0001,W.
1126,W.
1096,W.
0750,W.
0001,W.
0750,W.
0001,W.
1127,W.
1099,W.
1099,W.
0001,W.
0750,W.
0001,W.
0750,W.
0001,W.
1099,W.
0750,W.
1099,W.
0001,W.
0039,W.
0750,W.
0001,W.
1099,W.
0275,W.
0001,W.
0275,W.
0001,W.
0275,W.
0001,W.
0275,W.
0001,W.
0275,W.
0001,W.
0730,W.
0001,W.
0747,W.
0004,W.
0009,W.
0237,W.
1043,W.
1044,W.
0032,W.
0002,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0768,W.
0767,W.
0001,W.
0768,W.
0733,W.
0600,W.
0735,W.
0205,W.
0733,W.
0600,W.
0746,W.
0205,W.
0733,W.
0600,W.
0746,W.
0205,W.
0932,W.
0342,K.
0002,K.
0789,K.
0924,K.
0001,K.
0928,K.
0001,K.
0929,K.
0866,K.
0044,K.
0923,K.
0001,K.
0137,K.
0243,K.
0020,K.
0926,K.
0227,K.
0527,K.
0926,K.
0526,K.
0924,K.
0642,K.
0001,K.
0927,K.
0001,K.
0930,K.
0488,K.
0929,K.
0044,K.
0576,K.
0001,K.
1181,K.
0893,K.
0925,K.
0893,K.
0021,K.
1184,K.
0209,K.
1182,K.
0001,K.
1183,K.
0401,K.
0401,K.
0483,K.
0002,K.
0874,K.
0385,K.
0401,K.
0437,R.
0632,R.
1011,R.
0028,R.
0185,R.
1010,R.
0028,R.
0184,R.
0184,R.
0753,R.
0754,R.
0956,R.
0755,R.
1020,H.
1022,H.
0101,V.
0102,V.
0329,V.
0921,V.
0844,Z.
0879,Z.
0844,Z.
1142,Z.
0914,Z.
0627,Z.
0776,Z.
1004,Z.
0172,Z.
0995,Z.
0001,Z.
0152,Z.
0153,Z.
0171,Z.
0150,Z.
0337,Z.
0215,Z.
0388,Z.
0410,Z.
0370,Q.
0001,Q.
0089,Q.
1160,Q.
0825,Q.
0831,Q.
0825,Q.
0831,Q.
0825,Q.
0831,Q.
0825,Q.
0831,Q.
0825,Q.
0831,Q.
0075,Q.
0076,Q.
0012,Q.
0001,Q.
0012,Q.
0001,Q.
0012,Q.
0012,Q.
0001,Q.
0316,Q.
0001,Q.
0313,Q.
0315,Q.
0001,Q.
0314,Q.
1101,Q.
1112,Q.
1148,Q.
1148,Q.
1148,Q.
1148,Q.
1148,Q.
1058,V.
0139,V.
0254,XF.
0001,I.
0739,I.
0685,I.
1102,I.
0685,I.
0001,I.
0041,I.
0001,I.
0464,I.
0001,I.
0001,I.
0004,I.
0001,I.
0503,I.
0604,I.
0001,I.
0468,I.
0469,I.
1046,I.
1045,I.
0038,I.
0090,I.
0468,I.
0469,I.
1047,I.
0466,I.
0469,I.
0685,I.
0470,I.
0738,I.
0957,I.
0038,I.
0788,I.
0467,I.
0014,N.
0719,N.
0001,N.
0004,N.
0004,G.
0371,G.
1180,G.
0001,G.
0005,G.
0212,G.
0716,G.
0004,G.
0008,G.
0001,G.
0001,G.
0001,G.
0036,G.
0001,G.
0008,G.
0001,G.
0021,G.
0036,G.
0001,G.
0036,G.
0001,G.
0036,G.
0036,G.
0395,G.
0001,G.
0021,G.
0001,G.
0001,G.
0001,G.
0001,G.
0004,G.
0004,G.
1208,G.
0004,G.
0372,G.
0372,G.
0004,G.
0372,G.
0004,G.
0004,G.
0372,G.
0004,G.
0372,G.
0372,G.
0568,G.
0033,G.
0009,G.
1140,G.
0009,G.
0073,G.
0896,G.
0226,G.
0643,G.
0001,G.
0601,G.
0019,G.
0601,G.
0761,G.
0004,G.
0005,G.
0009,G.
0004,G.
0785,G.
0169,G.
0673,G.
0034,G.
0004,G.
0033,G.
1169,G.
0004,G.
0001,G.
0495,G.
0004,G.
0004,G.
1016,G.
0425,G.
0019,G.
0207,G.
0498,G.
0019,G.
0207,G.
0498,G.
0001,G.
0400,G.
0008,G.
0001,G.
0021,G.
0001,G.
0001,G.
0001,G.
0001,G.
0003,G.
0021,G.
0001,G.
0001,G.
0397,G.
0547,H.
1055,H.
0001,H.
0001,G.
0008,G.
0017,G.
0033,G.
0004,G.
0009,G.
0585,G.
0004,G.
0651,G.
0004,G.
0039,G.
0584,G.
1106,G.
0009,G.
1107,G.
0073,G.
0034,G.
0025,G.
0034,G.
0004,G.
0052,G.
0034,G.
0004,G.
0409,G.
0025,G.
0052,G.
0034,G.
0004,G.
0409,G.
0182,G.
0052,G.
0034,G.
0548,G.
0034,G.
0004,G.
0052,G.
0004,G.
0009,G.
0019,G.
0004,G.
0009,G.
0019,G.
0009,G.
0004,G.
0019,G.
0001,G.
0001,G.
0003,G.
0001,G.
0008,G.
0001,G.
0001,G.
0004,G.
0001,G.
0548,G.
0001,G.
0001,G.
0017,G.
0001,G.
0017,G.
1179,G.
0001,G.
0486,G.
0039,G.
1103,G.
1179,G.
0905,G.
0019,G.
0003,G.
0095,G.
0610,G.
0288,G.
0006,G.
0264,G.
0001,G.
0611,G.
0004,G.
0001,G.
0034,G.
0004,G.
0052,G.
0034,G.
0004,G.
0034,G.
0004,G.
0034,G.
0004,G.
0034,G.
0004,G.
0052,G.
0409,G.
0180,G.
0052,G.
0034,G.
0004,G.
0409,G.
0180,G.
0052,G.
0034,G.
0004,G.
0034,G.
0004,G.
0009,G.
0004,G.
0001,G.
0644,G.
0004,G.
0034,G.
0004,G.
0052,G.
0034,G.
0004,G.
0052,G.
0034,G.
0004,G.
0004,G.
1178,G.
0005,G.
0004,G.
0650,G.
0004,G.
0019,G.
0576,G.
0004,G.
0019,G.
0576,G.
0033,G.
0003,G.
0490,G.
0004,G.
1178,G.
0005,G.
0004,G.
0650,G.
0004,G.
0019,G.
0576,G.
0033,G.
0003,G.
0490,G.
0004,G.
0033,G.
0003,G.
0490,G.
0004,G.
0255,G.
0743,G.
0004,G.
0651,G.
0004,G.
0004,G.
0019,G.
0251,G.
0004,G.
0019,G.
0004,G.
0039,G.
0019,G.
0004,G.
0502,G.
0743,G.
1038,G.
0004,G.
0009,G.
0650,G.
0004,G.
0001,G.
0641,G.
0807,G.
0808,G.
0001,G.
0001,G.
0001,G.
0001,G.
0021,G.
0001,G.
0008,G.
0001,G.
0008,G.
0001,G.
0008,G.
0001,G.
0906,G.
0001,G.
0931,G.
0001,G.
0001,G.
0021,G.
0993,M.
0014,M.
0001,M.
0014,M.
0992,M.
0004,M.
0299,H.
0299,H.
1158,H.
1159,H.
0454,H.
0335,H.
1158,H.
1159,H.
0454,H.
0132,H.
0655,S.
0001,S.
0225,QS.
0002,QS.
0001,P.
0063,P.
0063,P.
1213,P.
1200,P.
0472,P.
0324,P.
0017,P.
1065,P.
0017,P.
0056,P.
0634,P.
1152,P.
1065,P.
0017,P.
0056,P.
0634,P.
1152,P.
0017,P.
0393,P.
0001,P.
0014,P.
0001,P.
0186,P.
0004,P.
0001,P.
0001,P.
0001,P.
0003,P.
0001,P.
0146,P.
0014,P.
0004,P.
0146,P.
0247,P.
0178,P.
0001,P.
0004,P.
0001,P.
0496,P.
0001,P.
0001,P.
0001,P.
0669,P.
0017,P.
0017,P.
0741,P.
0001,P.
0004,P.
0612,P.
0001,P.
0821,P.
0004,P.
0001,P.
0935,P.
0001,P.
0936,P.
0001,P.
0004,P.
0672,P.
0614,P.
0001,P.
0686,P.
0017,P.
0414,P.
1157,P.
1221,P.
0273,P.
0780,P.
0001,P.
0020,P.
0051,P.
0055,P.
0491,P.
0001,P.
0020,P.
0051,P.
0055,P.
0491,P.
0497,P.
0004,P.
0497,P.
0001,P.
0004,P.
0147,P.
0004,P.
1164,P.
0001,P.
0006,P.
0001,P.
0001,P.
0001,P.
0001,P.
0671,P.
0001,P.
0671,P.
0004,P.
0497,P.
0001,P.
0671,P.
0001,P.
0645,P.
1069,P.
0404,P.
0403,P.
0741,P.
0004,P.
0968,P.
0001,P.
1001,P.
0001,P.
0001,P.
0001,P.
0286,P.
0287,P.
0287,P.
0285,P.
0284,P.
0001,P.
0546,P.
1202,P.
0031,P.
1206,P.
0031,P.
0626,P.
1195,P.
1001,P.
0824,P.
0001,P.
1001,P.
0001,P.
0001,P.
1001,P.
0001,P.
0824,P.
0001,P.
1163,P.
0001,P.
0031,P.
0326,P.
0327,P.
0014,P.
0937,P.
0001,P.
0937,P.
0001,P.
0014,P.
0001,P.
0615,P.
0672,P.
0001,P.
0001,P.
0001,P.
0001,P.
0031,P.
0001,P.
0004,P.
0001,P.
0004,P.
0001,P.
0004,P.
0011,P.
0001,P.
0004,P.
0001,P.
0004,P.
0011,P.
0022,P.
0088,P.
0740,P.
0001,P.
0004,P.
0039,P.
0740,P.
0001,P.
0004,P.
0039,P.
0155,P.
0803,P.
0097,P.
0804,P.
0001,P.
0004,P.
0011,P.
0022,P.
0011,P.
0022,P.
0001,P.
0011,P.
0022,P.
0004,P.
0001,P.
0413,P.
0001,P.
0001,P.
0009,P.
0001,P.
0001,P.
0001,P.
1098,P.
1098,P.
0001,P.
0006,P.
0001,P.
0006,P.
0033,P.
0001,P.
0680,P.
0001,P.
0001,P.
0006,P.
0001,P.
0099,P.
0098,P.
1036,P.
0100,P.
0561,P.
0965,P.
1079,P.
1154,P.
0688,P.
1153,P.
1155,P.
0031,P.
0001,P.
0186,P.
0001,P.
0058,P.
0106,H.
0197,H.
0434,H.
0451,H.
1173,H.
0197,H.
0613,H.
0001,H.
0027,H.
0225,H.
0197,H.
0613,H.
0001,H.
0027,H.
0225,H.
0197,H.
0027,H.
0452,H.
0225,H.
0613,H.
0129,H.
0197,H.
0613,H.
0027,H.
0001,H.
0001,H.
0451,H.
0434,H.
0197,H.
0053,H.
0449,H.
0447,H.
0157,H.
0202,H.
0994,H.
0683,H.
0222,H.
0002,H.
0201,H.
0141,H.
1188,H.
0001,H.
0851,H.
1006,H.
0216,H.
0602,H.
0430,H.
0917,H.
0940,H.
1192,H.
0613,H.
0222,H.
0225,H.
0001,H.
1191,H.
1190,H.
0025,H.
1215,H.
0613,H.
0222,H.
0225,H.
0001,H.
1191,H.
0144,C.
0606,C.
0474,C.
0145,C.
1054,C.
0721,C.
0479,W.
0001,W.
1105,W.
0480,W.
0001,W.
1105,W.
0001,W.
1105,W.
0462,W.
0480,W.
0001,W.
1105,W.
0001,W.
0728,W.
0004,W.
0749,W.
0009,W.
0529,W.
1084,W.
0607,W.
0609,W.
0125,W.
0032,W.
0001,W.
0004,W.
0009,W.
0529,W.
0001,W.
1084,W.
0748,W.
0179,W.
0182,W.
0748,W.
0001,W.
0792,W.
0728,W.
0001,W.
1086,W.
0032,W.
1081,W.
0792,W.
1080,W.
0782,W.
1085,W.
0179,W.
0253,W.
0151,W.
0596,W.
0838,W.
0419,W.
0039,W.
0001,W.
0001,W.
0001,W.
0001,W.
0719,W.
0001,W.
0125,W.
0529,W.
1083,W.
0009,W.
0237,W.
1039,W.
0002,W.
0125,W.
0529,W.
1083,W.
0009,W.
0609,W.
0728,W.
0569,W.
1080,W.
0001,W.
1081,W.
0002,W.
0004,W.
0027,W.
0630,W.
0236,W.
0110,W.
0032,W.
0308,W.
1081,W.
0032,W.
0110,W.
0308,W.
0728,W.
0001,W.
1080,W.
0002,W.
1081,W.
0004,W.
0027,W.
0630,W.
0236,W.
0728,W.
0001,W.
1080,W.
0001,W.
1081,W.
0002,W.
0004,W.
0308,W.
0232,W.
1083,W.
0728,W.
0528,W.
1080,W.
0617,W.
1081,W.
0224,W.
0032,W.
0001,W.
0252,W.
0004,W.
0809,W.
0009,W.
0110,W.
0032,W.
0773,W.
0742,W.
0262,W.
0001,W.
0004,W.
0523,W.
0272,W.
0729,W.
0001,W.
0041,W.
0317,W.
0009,W.
0729,W.
0001,W.
0041,W.
0317,W.
0009,W.
0732,W.
0001,W.
0731,W.
0004,W.
0009,W.
0001,W.
0032,W.
0237,W.
0108,W.
1129,W.
0001,W.
0001,W.
1126,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0275,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
0001,W.
1099,W.
0001,W.
1099,W.
0001,W.
1099,W.
0001,W.
0001,W.
1127,W.
0719,K.
0300,K.
0597,K.
0346,K.
0064,R.
0001,Q.
1222,Q.
0001,Q.
0508,QS-DT.
0509,QS-DT.
0446,QS-DT.
0213,QS-DT.
0482,QS-DT.
0214,QS-DT.
0078,QS-DT.
0271,Z.
0111,Z.
0030,Z.
1165,Z.
0244,Z.
0001,Z.
0030,Z.
0484,Z.
0366,Z.
0245,Z.
0248,Z.
0001,Z.
0668,Z.
1115,Z.
0365,Z.
0002,Z.
0001,Z.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0766,Q.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0128,Q.
0826,Q.
0827,Q.
0674,Q.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0336,Q.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0826,Q.
0826,Q.
0827,Q.
0674,Q.
0913,Q.
0070,Q.
0007,Q.
0046,Q.
1150,Q.
0856,Q.
0007,Q.
0046,Q.
1150,Q.
0007,Q.
0007,Q.
1015,Q.
0007,Q.
0007,Q.
1136,Q.
0007,Q.
1087,Q.
0007,Q.
1015,Q.
0954,Q.
1015,Q.
0343,Q.
0007,Q.
0007,Q.
1089,Q.
0384,Q.
0007,Q.
0658,Q.
1149,Q.
0142,Q.
0007,Q.
0870,Q.
0007,Q.
1116,Q.
1015,Q.
0007,Q.
0007,Q.
1147,Q.
0007,Q.
1090,Q.
0007,Q.
0772,Q.
0007,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0392,Q.
0103,Q.
0390,Q.
0103,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0389,Q.
0103,Q.
0048,Q.
1185,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0048,Q.
0391,Q.
0103,Q.
0710,Q.
1088,Q.
1091,Q.
0715,Q.
0519,Q.
0599,Q.
0713,Q.
0943,Q.
0711,Q.
0531,Q.
0532,Q.
0712,Q.
0714,Q.
0520,Q.
0598,Q.
0760,Q.
1151,H.
1066,H.
0720,H.
0795,H.
0684,O.
0344,O.
0367,O.
0368,O.
0620,O.
0618,O.
0619,O.
0621,O.
0622,O.
0618,O.
0001,QS-GD.
0891,QS-GD.
0191,D.
0191,D.
0001,D.
0191,D.
0190,D.
0001,D.
0006,W.
0001,W.
0006,W.
0001,W.
0189,W.
0006,W.
0002,W.
0001,W.
0703,W.
0006,W.
0130,W.
1218,W.
0006,W.
0001,W.
0006,W.
0001,W.
1189,W.
0006,W.
0001,W.
0001,W.
1193,W.
0001,W.
0006,W.
0001,W.
0006,W.
0001,W.
0006,W.
0001,W.
0006,W.
0001,W.
0006,W.
0001,W.
0121,HX-CL.
0120,HX-CL.
0120,HX-CL.
0120,HX-CL.
0001,U.
0521,U.
0001,U.
0001,U.
0854,U.
0001,U.
0938,U.
0001,U.
0939,U.
0001,U.
0001,U.
0058,U.
0659,U.
0969,U.
0659,U.
0969,U.
0969,U.
0659,U.
0659,U.
0969,U.
0659,U.
0659,U.
0004,U.
0405,U.
0001,U.
0405,U.
0405,U.
0631,U.
0118,U.
0001,U.
0131,U.
0131,U.
0970,U.
0969,U.
0131,U.
0521,U.
0969,U.
0096,U.
0001,U.
0987,U.
0001,U.
0987,U.
1097,U.
0001,U.
0759,U.
0001,U.
0987,U.
0969,U.
0759,U.
0001,U.
0987,U.
0759,U.
0001,U.
0987,U.
0001,U.
0269,U.
0001,U.
1210,M.
1220,M.
0565,M.
0001,M.
0407,M.
0967,M.
0001,QS-RQ.
0231,QS-RQ.
0001,QS-RQ.
0001,QS-RQ.
0001,QS-RQ.
0855,QS-RQ.
0001,QS-RQ.
0001,QS-RQ.
0001,QS-RQ.
